title,release_date,runtime,genre/s,description,image,trailer,actors,director,writers
Regreso al futuro II,"
22 de diciembre de 1989
",PT01H47M00S,"Ciencia ficción,Aventura,Comedia","En su primer viaje en el tiempo, en 1985, Marty McFly (Michael J. Fox) cometió varios errores. En compañía de su amigo Emmett &quot;Doc&quot; Brown (Christopher Lloyd) y de su prometida Jennifer Parker (Elisabeth Shue), Marty tendrá que realizar un viaje hacia el futuro en la máquina del tiempo de Doc, el DeLorean: los tres viajarán al Hill Valley de 2015 para intentar acabar con la catástrofe a la que parece llevarles el destino.El futuro que se trazó no es tan maravilloso como parecía y su futuro hijo, &quot;Marty Junior&quot;, tendrá problemas con la ley, pues cae en manos del villano Griff Tannen, nieto de Biff Tannen, que quiere hacerse con la ciudad. Lo que no saben es que este viaje puede tener consecuencias dramáticas, ya que su visita causará un efecto mayor al que pensaban, por lo que Marty se verá obligado a reiterar su visita para evitar cambios desastrosos. Todo ello sin interferir en su primer viaje....'Regreso al futuro II' es una película dirigida por Robert Zemeckis y producida por Steven Spielberg, perteneciente a la trilogía 'Regreso al futuro'. En 1989 estuvo nominada a una estatuilla en los Oscar: Mejores efectos visuales.",/movie_images/Regreso al futuro II.jpg,https://www.sensacine.com/peliculas/pelicula-5247/trailer-19390256/,"Michael J. Fox,Christopher Lloyd,Lea Thompson,Thomas F. Wilson",Robert Zemeckis,"Robert Zemeckis,Bob Gale"
El fuego de la venganza,"
8 de octubre de 2004
",PT02H26M00S,"Suspense,Acción,Crimen","John Creasy (Denzel Washington) lleva una vida solitaria y  malhumorada, en gran parte debido a su profesión como agente del gobierno y a sus continuos flirteos con el alcohol. Un día le ofrecen cambiar de aires y convertirse en el guardaespaldas de una niña que estaba amenazada de secuestro, Lupita Ramos. Los secuestros a menores en la Ciudad de México son muy frecuentes y este tipo de advertencias no suelen caer en saco roto. No obstante, John se muestra reticente a aceptar el empleo, siendo su animadversión hacia los niños, por considerarse incapaz de tratar con ellos, el argumento central de su negativa. Al final, y después de meditarlo, acepta proteger a Lupita. Al principio, la relación entre ellos es fría y cortante. La niña despierta cierto recelo hacia su protector y este está cada vez más arrepentido de haber accedido. Pero con el paso del tiempo ambos consiguen limar asperezas y crean una relación muy estrecha, casi parental. A John se le despiertan sentimientos que ni sospechaba que tenía y es por eso que, cuando finalmente secuestran a la niña, él se toma el caso como algo personal. No está salvando a un cliente, sino a la que siente como su hija, así que la venganza que se propone contra los raptores será despiadada.",/movie_images/El fuego de la venganza.jpg,https://www.sensacine.com/peliculas/pelicula-47141/trailer-19369035/,"Denzel Washington,Dakota Fanning,Christopher Walken,Giancarlo Giannini",Tony Scott,"Brian Helgeland,A. J. Quinnell"
Mary Poppins,"
2 de diciembre de 1965
",PT02H19M00S,"Comedia musical,Fantasía,Familia","Este clásico de Walt Disney cuenta la historia de la niñera mágica conocida como Mary Poppins, una adorable mujer que no solo cuidará a los dos hijos de los Banks sino que también traerá un soplo de aire fresco a este hogar. Con tanta alegría desbordante, realidad y fantasía se mezclan y los niños disfrutarán de increíbles números de baile y canciones maravillosas como la del famoso &quot;Supercalifragilisticoexpialidoso&quot;. Dirigida por Robert Stevenson (La bruja novata, Alma rebelde), supuso también el debut de Julie Andrews (Sonrisas y lágrimas, Princesa por sorpresa) en el cine. Tuvo trece nominaciones a los Premios Oscar incluyendo: Mejor Película, Mejor Director, Mejor Guion Adaptado y Mejor Fotografía. Además, ganó cinco estatuillas a Mejor Actriz, Mejor Banda Sonora, Mejor Canción Original (Chim Chim Cher-ee), Mejor Edición y Mejores Efectos especiales.Además, el reparto de la película está formado por actores como Dick Van Dyke,&amp;nbsp;David Tomlinson,&amp;nbsp;Glynis Johns, Hermione Baddeley, Reta Shaw y Karen Dotrice, entre otros. ",/movie_images/Mary Poppins.jpg,https://www.sensacine.com/peliculas/pelicula-426/trailer-19510620/,"Julie Andrews,Dick Van Dyke,David Tomlinson,Glynis Johns",Robert Stevenson,"Bill Walsh,Don Da Gradi,P.L. Travers,Don DaGradi,P.L. Travers"
Hasta que llegó su hora,"
27 de agosto de 1969
",PT02H55M00S,Western,"En un pueblo pobre y desértico en el que nunca ocurre nada, Brett McBain (Frank Wolff) decide preparar una fiesta de bienvenida para su bella esposa, Jill (Claudia Cardinale, 'Fellini, ocho y medio'). Cuando ésta llega a casa después de un largo camino desde Nueva Orleáns, descubre que McBain y sus hijos han sido asesinados por una banda de pistoleros. Jill, entonces, hereda la fortuna de su marido, lo que la sitúa en el punto de mira del Barón del Ferrocarril Morton (Gabriele Ferzetti, 'La Aventura'), encargado de dar la orden de asesinar a su familia.  Mientras, un misterioso extraño acompañado de una harmónica (Charles Bronson, La gran evasión) y conocido con el mismo nombre que su instrumento, &quot;Harmónica&quot;, busca a Frank (Henry Fonda, '12 hombres sin piedad'), el sanguinario pistolero que trabaja bajo las órdenes del Barón. Por otro lado, el fugitivo Cheyenne (Jason Robards, 'Todos los hombres del presidente'), que es acusado de haber asesinado a la familia McBain, se une a &quot;Harmónica&quot; en la búsqueda.",/movie_images/Hasta que llegó su hora.jpg,https://www.sensacine.com/peliculas/pelicula-2021/trailer-19449355/,"Henry Fonda,Charles Bronson,Frank Wolff,Woody Strode",Sergio Leone,"Sergio Donati,Sergio Leone,Dario Argento,Bernardo Bertolucci"
Los milagros del cielo,"
22 de abril de 2016
",PT01H49M00S,Drama,"Christy (Jennifer Garner) y Kevin (Martin Henderson) Beam son padres de tres niñas en un rancho de Texas. De repente, Annabel&amp;nbsp;(Kylie Rogers), una de ellas, sufre un dolor insoportable que cada día se hace más frecuente. La niña de diez años padece un extraño e incurable trastorno gastrointestinal, que los doctores minimizan sin llegar a dar con la solución al problema. Su madre Christy hace todo lo que está en su mano para intentar ayudar a la pequeña, pero sin resultados. Tras un terrible accidente que casi ocasiona su muerte, Annabel supera su enfermedad gracias a un milagro que deja sin habla a su familia, los médicos y toda la comunidad. Basada en una historia real, el film lo dirige Patricia Riggen (Los 33. Una historia de esperanza, Educando a mamá) y está escrito por Randy Brown (Golpe de efecto). La película la protagonizan Jennifer Garner (Nunca es tarde, Hombres, mujeres &amp;amp; niños, Dallas Buyers Club), Martin Henderson (Everest, Condenados, Ases calientes), Brighton Sharbino (Érase una vez, True Detective, The Walking Dead), John Carroll Lynch (La invitación, Ted 2, American Horror Story) y Queen Latifah (Ice Age 4: La formación de los continentes, Steel Magnolias, ¡Qué dilema!).",/movie_images/Los milagros del cielo.jpg,https://www.sensacine.com/peliculas/pelicula-237933/trailer-19544720/,"Jennifer Garner,Kylie Rogers,Martin Henderson,Queen Latifah",Patricia Riggen,"Randy Brown,Christy Beam"
El origen de los Guardianes,"
30 de noviembre de 2012
",PT01H37M00S,"Animación,Aventura,Familia","DreamWorks adapta y convierte en película de animación la serie de novelas escritas por William Joyce, 'The Guardians of Childhood', en la que Papá Noel, el Conejo de Pascua y el Hada de los dientes, entre otros se unen contra el popular Hombre del Saco. Estos &quot;guardianes de los niños&quot;, dotados de poderes extraordinarios, se tendrán que unir entre sí si quieren que el espíritu maléfico de su adversario sea reducido y de esta forma no pueda hacer daño ni causar mella en las esperanzas, los sueños y en la imaginación de los más pequeños. Una aventura fantástica que convierte a los personajes clásicos de las supersticiones en superhéroes dispuestos a salvar el mundo. En el reparto de voces original encontramos a Chris Pine ('Star Trek'), Alec Baldwin ('Rock of Ages'), Hugh Jackman ('X-Men Orígenes: Lobezno'), Isla Fisher ('Confesiones de una compradora compulsiva') y Jude Law ('Sherlock Holmes'). Dirige, Peter Ramsey ('Monstruos contra alienígenas').",/movie_images/El origen de los Guardianes.jpg,https://www.sensacine.com/peliculas/pelicula-189909/trailer-19432766/,,Peter Ramsey,"David Lindsay-Abaire,William Joyce,Hamish Grieve"
Apocalypto,"
19 de enero de 2007
",PT02H18M00S,"Aventura,Acción,Drama","Película de acción y aventuras ambientada en los últimos y turbulentos tiempos de la gran civilización Maya. A medida que el reino Maya se enfrenta a su declive, los gobernantes insisten en que la clave para la prosperidad es construir más templos y ofrecer sacrificios humanos. Garra de Jaguar (Rudy Youngblood), un joven capturado para el sacrificio, huye para evitar su destino. Para ello esconde a su esposa embarazada y su hijo en un profundo agujero cercano a su tribu y es capturado mientras luchaba con su pueblo. Éste debe luchar para sobrevivir y salvar a su amada familia. Garra de Jaguar emprenderá un peligroso camino de retorno para preservar su vida, sus costumbres y, sobre todo, su libertad. 'Apocalypto', dirigida por el cineasta, productor y actor australiano-estadounidense Mel Gibson, tuvo tres nominaciones a los Oscar en las categorías de Mejor maquillaje, Mejor sonido y Mejores efectos sonoros celebrados en 2006. Además, ese mismo año estuvo nominada a la categoría de Mejor película de habla no inglesa en dos premios internacionales: los Globos de Oro y los Premios BAFTA.",/movie_images/Apocalypto.jpg,https://www.sensacine.com/peliculas/pelicula-61676/trailer-19367241/,"Rudy Youngblood,Raoul Trujillo,Dalia Hernández,Jonathan Brewer",Mel Gibson,"Mel Gibson,Farhad Safinia"
Mystic River,"
24 de octubre de 2003
",PT02H17M00S,"Drama,Suspense,Crimen","Jimmy Markum (Sean Penn), Dave Boyle (Tim Robbins) y Sean Devine (Kevin Bacon) han crecido juntos en las calles de Boston. Los tres mantienen una gran relación desde hace mucho tiempo, debido principalmente a que han formado un vínculo muy especial con motivo de las numerosas experiencias que han compartido juntos. Todo hacía indicar que nada alteraría el curso de su amistad bajo ningún concepto, sobre todo teniendo en cuenta el compromiso y la dedicación que el grupo pone continuamente para que las cosas sigan yendo tan bien como al principio.La situación se complica cuando Dave es secuestrado por un desconocido ante los ojos de sus camaradas, una cuestión que marcará significativamente el devenir de los sucesos durante el resto de la trama. Su complicidad juvenil no resiste semejante tesitura y sus caminos terminan por separarse definitivamente, sin que nadie pueda remediarlo o hacer nada al respecto.Los sucesos que creían enterrados volverán a salir a la luz cuando la hija de Jimmy es asesinada y Dave se convierte en el principal sospechoso.",/movie_images/Mystic River.jpg,https://www.sensacine.com/peliculas/pelicula-34680/trailer-19407801/,"Tim Robbins,Kevin Bacon,Laurence Fishburne,Kevin Chapman",Clint Eastwood,"Brian Helgeland,Dennis Lehane"
Harry Potter y la Orden del Fénix,"
13 de julio de 2007
",PT02H18M00S,"Fantasía,Aventura,Drama,Familia","Al comienzo de su quinto año de estudios en Hogwarts, Harry Potter descubre que la comunidad de magos no parece creerse el regreso de Voldemort, convencida por una campaña de desinformación orquestada por el Ministro de la Magia, Cornelius Fudge. Para mantener el colegio vigilado, Fudge manda a Hogwarts a un nuevo profesor de Defensa Contra las Artes Oscuras, Dolores Umbridge, encargada de hacer respetar el orden en el colegio y supervisar los actos y gestos de Dumbledore. Sin tratar de ocultar su gran desinterés por los alumnos del curso, la autoproclamada Suma Inquisidora de Hogwarts también parece estar decidida a hacer lo que sea para humillar a Harry. Rodeado de sus amigos Ron y Hermione, crea un grupo llamado &quot;El Ejército de Dumbledore&quot; al que enseña el arte de la defensa contra las artes oscuras, preparándolo para la guerra que se avecina.'Harry Potter y la Orden del Fénix' es la quinta película de la saga 'Harry Potter', adaptación de las novelas homónimas de J. K. Rowling.",/movie_images/Harry Potter y la Orden del Fénix.jpg,https://www.sensacine.com/peliculas/pelicula-58608/trailer-19415894/,"Daniel Radcliffe,Rupert Grint,Emma Watson,Imelda Staunton",David Yates,"Michael Goldenberg,J.K. Rowling"
El libro de la selva,"
16 de diciembre de 1968
",PT01H18M00S,"Animación,Aventura,Familia","El libro de la selva cuenta la historia de Mowgli, un niño de dos años que es abandonado en mitad de la selva cuando sus padres mueren. La pantera Bagheera encuentra al niño y decide llevárselo a una familia de lobos para que lo cuide. Los lobos aceptan al niño como uno más de la familia y es educado como un auténtico animal. El tiempo pasa y Mowgli crece. Éste conoce la selva como la palma de su mano, algo que le hace desenvolverse sin problemas en un mundo, únicamente, para animales. Wolfgang Reitherman, director de múltiples películas de la factoría Disney, fue el cineasta encargado de dirigir el primer largometraje de animación del conocido libro publicado en 1894. Los actores Bruce Reitherman, Sebastian Cabot y Phil Harris doblaron las voces de los principales personajes de la trama: Mowgli, la pantera Bagheera y el oso Baloo. Aunque existe una primera versión para la gran pantalla del Libro de la Selva, ésta fue la que consiguió ser nominada a la estatuilla de oro, en el año 1968, en la categoría de Mejor Canción.",/movie_images/El libro de la selva.jpg,https://www.sensacine.com/peliculas/pelicula-3373/trailer-19509665/,,Wolfgang Reitherman,"Larry Clemmons,Ralph Wright,Ken Anderson,Vance Gerry,Rudyard Kipling"
Espartaco,"
25 de septiembre de 1961
",PT03H18M00S,"Histórico,Guerra,Romántico,Biografía","En la Libira del Imperio Romano, un esclavo llamado Espartaco (Kirk Douglas, Cautivos del mal) conoce a Léntulo Batiato (Peter Ustinov, Quo Vadis?), un rico mercader de esclavos poseedor de una escuela de gladiadores en Capua. Después de ver el talento del esclavo decide comprarlo para sumarlo a su lista de gladiadores. Tras ser adiestrado como tal, por el severo &quot;doctore&quot; Marcelo, y enamorado de otra esclava llamada Varinia (Jean Simmons, Hamlet), a la que mandan a Roma, lidera una revuelta que une a todos los esclavos de Batiato, los cuales destruyen la escuela hasta las cenizas.La revuelta ha llegado a oídos del Senado de Roma, quien no piensa tolerar tal afrenta de los esclavos. Mientras en la capital se decide qué hacer, Espartaco va ganando afines a su lucha, ganando las batallas contra las tropas romanas. En uno de esos descansos, consigue encontrar a Varinia, cuyos destinos se vieron separados al marchar ella a Roma. El Senado da la orden a Glabro de atacar a los esclavos, pero descuida las defensas de su propio campamento, y en un contraataque es vencido y humillado.Roma empieza a ver que la revuelta que lidera Espartaco es algo a tener en cuenta, y que han de pararla cuanto antes para evitar que cunda el ejemplo en el resto del Imperio. Al final es el general Marco Licinio Craso (Laurence Olivier, Los niños del Brasil) el encargado de hacer frente a las tropas esclavas en la batalla del Río Silario, donde finaliza la revuelta. Espartaco consigue sobrevivir, pero es crucificado junto al resto de esclavos en las afueras de Roma.",/movie_images/Espartaco.jpg,https://www.sensacine.com/peliculas/pelicula-5370/trailer-19510426/,"Kirk Douglas,Laurence Olivier,Jean Simmons,Charles Laughton",Stanley Kubrick,"Dalton Trumbo,Howard Fast"
"Frozen, el reino del hielo","
29 de noviembre de 2013
",PT01H42M00S,"Animación,Aventura,Musical","Érase una vez, en un reino muy lejano, una profecía que condenó a los habitantes a estar sometidos al hielo durante toda su existencia. Allí vive Anna (voz de Kristen Bell, Movie 43), una valiente joven que no se deja amedrantar por nada y decide&amp;nbsp;emprender un viaje junto a su camarada, el reno Sven, y Kristoff, un audaz montañero (voz de Jonathan Groff, La Conspiración), para liberar a su reino de la maldición que lo condena a un gélido invierno eterno.
El viaje que emprenden tiene como objetivo encontrar a Elsa (voz de Indina Menzel), Reina de las Nieves y hermana de Anna, la cual tiene el poder de controlar el hielo y puede, por tanto, poner fin a la profecía que condena al lugar. Sus andanzas estarán llenas de magia, duendes, de temperaturas extremas y tendrán que luchar contra el tiempo y la naturaleza. Por el camino encontraran divertidos personajes como Olaf, un gracioso muñeco de nieve. ¿Conseguirán los personajes salvar su reino y salvarse o las gélidas temperaturas podrán con ellos?","/movie_images/Frozen, el reino del hielo.jpg",https://www.sensacine.com/peliculas/pelicula-203691/trailer-19534642/,,"Chris Buck,Jennifer Lee","Jennifer Lee,Shane Morris,Hans Christian Andersen"
Bailando con lobos,"
8 de marzo de 1991
",PT03H54M00S,Western,"Año 1864. Finales de la Guerra de Secesión. John Dumbar, un teniente de la Unión herido en combate, es trasladado a una unidad médica donde creen que lo mejor es amputarle su pierna afectada. Incapaz de afrontar dicha evidencia, el teniente prefiere regresar al campo de batalla y enfrentarse a la muerte con valentía y honor. Embarcado en una misión suicida para salvar la vida de sus hombres, la acción se salda irónicamente con el éxito y con una condecoración por su heroicidad.La película está dirigida y protagonizada por Kevin Costner (Los intocables de Eliot Ness, Waterworld) y cuenta con un reparto formado por Mary McDonnell (Independence Day), Graham Greene (La milla verde, Jungla de cristal: La venganza), Rodney A. Grant (Wild Wild West), Tantoo Cardinal (Leyendas de pasión, Manto negro), Robert Pastorelli (Eraser, Be Cool) y Charles Rocket (Dos tontos muy tontos, El retorno de las brujas), entre otros.",/movie_images/Bailando con lobos.jpg,https://www.sensacine.com/peliculas/pelicula-6480/trailer-19521889/,"Kevin Costner,Mary McDonnell,Rodney A. Grant,Floyd &#039;Red Crow&#039; Westerman","Kevin Costner,Kevin Reynolds","Michael Blake (II),Michael Blake (II)"
La gran evasión,"
11 de noviembre de 1963
",PT02H49M00S,"Aventura,Drama","Seiscientos oficiales ingleses y americanos trabajaron durante un año para planear y ejecutar la evasión de un campo de prisioneros nazi en 1944, la mayor evasión de la historia militar.",/movie_images/La gran evasión.jpg,https://www.sensacine.com/peliculas/pelicula-38827/trailer-19516929/,"Steve McQueen,Charles Bronson,James Donald,Donald Pleasence",John Sturges,"James Clavell,W. R. Burnett,Paul Brickhill"
Uno más de la familia,"
18 de enero de 2019
",PT01H36M00S,"Drama,Aventura,Familia","Bella es una perra que ha crecido junto a su dueño Lucas (Jonah Hauer-King). Juntos, perra y dueño, viven felices. Pero un día, Bella se pierde y empieza así una nueva y apasionante aventura, ya que se embarca en un viaje de más de 600 kilómetros para volver a su casa y poder reencontrarse con su dueño. En el camino, Bella se encontrará con una serie de nuevos amigos y se las arreglará para traer un poco de consuelo y alegría a sus vidas.Película destinada al público familiar que dirige Charles Martin Smith (La gran aventura de Winter el delfín) a partir de la novela del escritor W. Bruce Cameron (Tu mejor amigo) que también escribe el guión del filme junto a Cathryn Michon (Muffin Top: A Love Story). Protagonizan la película Jonah Hauer-King (Mujercitas), Ashley Judd (Twin Peaks), Chris Bauer (American Crime Story), Alexandra Shipp (Con amor, Simon) y Bryce Dallas Howard (Jurassic World: El reino caído) que pone su voz en la versión original a la perrita Bella.",/movie_images/Uno más de la familia.jpg,https://www.sensacine.com/peliculas/pelicula-260482/trailer-19560464/,"Ashley Judd,Jonah Hauer-King,Edward James Olmos,Alexandra Shipp",Charles Martin Smith,"W. Bruce Cameron,Cathryn Michon,W. Bruce Cameron"
Harry Potter y las reliquias de la muerte: Parte 1,"
19 de noviembre de 2010
",PT02H25M00S,"Fantasía,Aventura","Las Reliquias de la Muerte - Parte I es la primera mitad de la adaptación cinematográfica del libro homónimo de J.K Rowling que pone fin a las aventuras del mago más famoso del mundo.En esta ocasión, Harry Potter (Daniel Radcliffe) y sus inseparables amigos Ron (Rupert Grint) y Hermione (Emma Watson) tendrán que cargar sobre sus hombros con la tarea más difícil que un mago puede afrontar: destruir los horrocruxes que aún quedan en el mundo para poner fin al reinado de Lord Voldemort (Ralph Fiennes). Harry, Ron y Hermione tienen que recorrer Inglaterra casi a ciegas en busca de los objetos que hacen al Señor Tenebroso más longevo. Pero el poder del lado oscuro no para de aumentar y los acólitos de El que no debe ser nombrado se cuentan ya por miles, por lo que Harry tendrá que recurrir a todas las enseñanzas y consejos que Dumbledore le transmitió antes de su muerte. ¿Será capaz Harry de cambiar el destino del mundo mágico?David Yates&amp;nbsp;('Animales fantásticos y dónde encontrarlos') vuelve a ponerse detrás de las cámaras para dirigir la séptima entrega de la saga mágica creada por la escritora británica J.K. Rowling. Daniel Radcliffe ('Swiss army man'), Emma Watsom ('La Bella y la Bestia'), y Rupert Grint (Snatch) encabezan de nuevo un reparto completado por actores de la talla de Alan Rickman ('La jungla de cristal'), Helena Bonham Carter ('Los miserables) y Ralph Fiennes ('El paciente inglés').",/movie_images/Harry Potter y las reliquias de la muerte: Parte 1.jpg,https://www.sensacine.com/peliculas/pelicula-126693/trailer-19173314/,"Daniel Radcliffe,Rupert Grint,Emma Watson,Ralph Fiennes",David Yates,"Steve Kloves,J.K. Rowling,Steve Kloves"
La chaqueta metálica,"
2 de enero de 1989
",PT01H56M00S,"Guerra,Drama","Un retrato sensible de la vida de un soldado durante la guerra de Vietnam. Un pragmático marine de Estados Unidos observa los efectos deshumanizantes que la guerra de Vietnam ha creado sobre sus reclutas. La primera mitad de la película se centra en la formación de un escuadrón de marines en Parish Island, centro habitual de entrenamiento de la marina norteamericana. Allí se encuentra el duro y castigador sargento mayor de artillería Hartmann (R. Lee Ermey), quien aplica sus estrictos métodos y sus implacables prácticas a los novatos para convertirlos en soldados fuertes y suficientemente preparados para combatir. La segunda parte muestra uno de esos reclutas, James T. Davis, apodado ‘Bufón’ (Matthew Modine), quien se ha convertido en cabo y ahora es corresponsal de guerra para el periódico militar ‘Barras y Estrellas‘, durante la batalla culminante de la ofensiva Tet de 1968 en Hue, Vietnam. La chaqueta metálica es una película del cineasta, guionista y productor estadounidense Stanley Kubrick basada en la novela The Short-timers, de Gustave Hasford.",/movie_images/La chaqueta metálica.jpg,https://www.sensacine.com/peliculas/pelicula-2749/trailer-19501242/,"Matthew Modine,Arliss Howard,Vincent D&#039;Onofrio,R. Lee Ermey",Stanley Kubrick,"Stanley Kubrick,Michael Herr,Gustav Hasford"
Atrápame si puedes,"
24 de enero de 2003
",PT02H21M00S,"Drama,Suspense","En los años sesenta, el joven Frank Abagnale Jr. se ha convertido en un maestro de la estafa al conseguir desviar 2,5 millones de dólares y figurar en las listas del FBI como uno de los diez individuos más buscados de Estados Unidos. Frank es un auténtico camaleón y posee identidades tan diversas como las de piloto de líneas aéreas, médico, profesor universitario o incluso ayudante del fiscal. Carl Hanratty es un estricto agente del FBI que, luego de toparse con Frank casualmente y ser humillado con gran dureza por él tras un habilidoso engaño, convierte su búsqueda en una&amp;nbsp;misión prioritaria, hasta el punto de considerarlo un asunto personal y de prácticamente llegar a obsesionrse, pero éste va a seguir escapándosele de las manos durante mucho tiempo, prolongando un extenuante juego del gato y el ratón que se extenderá durante años, sin que parezca que Frank deje de ir en todo momento un paso por delante de él.&amp;nbsp;Película dirigida por Steven Spielberg, con Leonardo DiCaprio y Tom Hanks en los papeles de perseguido y perseguidor.",/movie_images/Atrápame si puedes.jpg,https://www.sensacine.com/peliculas/pelicula-35973/trailer-19366176/,"Leonardo DiCaprio,Tom Hanks,Christopher Walken,Martin Sheen",Steven Spielberg,"Jeff Nathanson,Frank Abagnale Jr.,Stan Redding"
Los Increíbles 2,"
3 de agosto de 2018
",PT01H58M00S,"Animación,Familia,Aventura","Vuelve la familia de superhéroes formada por Míster Increíble y Elastigirl junto a sus tres hijos Violet, Dash y Jack-Jack. Esta vez es Helen Parr, la madre del clan, la que debe hacerse cargo del sustento familiar ya que cuenta con una mejor imagen pública que su esposo. A Bob no le quedará otra opción que criar y lidiar con sus hijos, la adolescente Violet, el jovencito Dash y el bebé Jack-Jack, que comenzará a descubrir sus emergentes superpoderes. Cuando surja un nuevo villano, todos ellos junto a Frozone deberán encontrar una manera de trabajar juntos de nuevo, cosa que será más fácil en la teoría que en la práctica, a pesar de que todos sean increíbles.Esta secuela de la película Los increíbles (2004) vuelve a estar escrita y dirigida por Brad Bird (Ratatouille, El gigante de hierro). En el reparto de voces de la versión original encontramos a Holly Hunter (Batman v Superman: El amanecer de la justicia) como Helen Parr, Craig T. Nelson (Gold, la gran estafa) como Bob Parr, Sarah Vowell (Síndrome postdivorcio) como Violet, el debutante Huck Milner como Dash, Samuel L. Jackson (El hogar de Miss Peregrine para niños peculiares) retomando su papel de Frozone y John Ratzenberger (Un Golpe Del Destino) como El Socavador. Además, se incorporan al reparto los actores Bob Odenkirk (Los archivos del Pentágono), Isabella Rossellini (Joy) y Catherine Keener (Déjame salir).",/movie_images/Los Increíbles 2.jpg,https://www.sensacine.com/peliculas/pelicula-198937/trailer-19559220/,,Brad Bird,Brad Bird
"Gru, mi villano favorito","
8 de octubre de 2010
",PT01H35M00S,Animación,"Gru (voz de Steve Carrel) aspira a ser uno de los delincuentes más peligrosos de todos los tiempos. Sin embargo, le ha salido un despiadado competidor llamado Vector que lleva a cabo los robos más originales de la Historia. Para poder hacerle sombra y convertirse así en el primero de su profesión, Gru decide dar el golpe maestro: ¡robar la Luna! Incitado por su malévola madre, sólo encontrará un obstáculo en su trepidante aventura, tres niñas huérfanas a las que tendrá que cuidar temporalmente. Gru vive en un barrio tranquilo en el que su caseron oscuro y tétrico destaca entre las demás viviendas de la zona. El protagonista no se encuentra solo en la aventura de arrebatarle la Luna al mundo; cuenta con la inestimable ayuda de los minions, unos simpáticos humanoides amarillos que trabajan para él en el sótano de su casa.Tras su estreno, esta película de animación se situó en el noveno puesto de las películas más taquilleras de Universal Pictures. El tremendo éxito de la cinta provocó que la productora decidiera hacer una secuela (Gru, mi villano favorito 2) dirigida también por Chris Renaud.","/movie_images/Gru, mi villano favorito.jpg",https://www.sensacine.com/peliculas/pelicula-140623/trailer-19114660/,,"Chris Renaud,Pierre Coffin","Cinco Paul,Ken Daurio,Carter Goodrich,Sergio Pablos"
El gran showman,"
29 de diciembre de 2017
",PT01H44M00S,"Drama,Comedia musical","Estados Unidos, siglo XIX. P.T. Barnum (Hugh Jackman) acaba de perder su trabajo de oficinista porque la empresa para la que trabajaba se ha ido a la bancarrota. Deseoso de ofrecer a su esposa Charity (Michelle Williams) y a sus dos hijas la vida que siempre les había prometido, Barnum se embarca en un proyecto colosal: crear un gran y asombroso espectáculo circense. Para ello, este inventor del show bussines buscará artistas únicos, desde enanos, a mujeres barbudas, equilibristas y toda clase de shows imaginativos. Su lema: para hacer algo nuevo hay que hacer algo poco convencional. El gran showman es un musical que celebra el nacimiento del show business y cuenta la historia de P.T. Barnum, un visionario showman y empresario circense que surgió de la nada para crear un espectáculo que se convirtió en una sensación mundial y que fue conocido como &quot;El mayor espectáculo en la Tierra&quot;.Este biopic musical sobre Phineas Taylor Barnum (1810-1891) es el debut en la dirección de Michael Gracey y su protagonista es Hugh Jackman (Pan: Viaje a Nunca Jamás, Lobezno inmortal, Prisioneros) como el showman y empresario circense. Completan el reparto Rebecca Ferguson (La chica del tren, Misión: imposible - Nación secreta), Zac Efron (Malditos vecinos 2, El chico del periódico), Michelle Williams (Mi semana con Marilyn, Shutter Island) y la actriz y cantante Zendaya.",/movie_images/El gran showman.jpg,https://www.sensacine.com/peliculas/pelicula-170828/trailer-19556104/,"Hugh Jackman,Zac Efron,Michelle Williams,Rebecca Ferguson",Michael Gracey,"Bill Condon,Jenny Bicks"
Antes de ti,"
1 de julio de 2016
",PT01H50M00S,"Drama,Romántico","Lou Clark (Emilia Clarke) es una entusiasta, ingenua y alegre veinteañera que jamás ha salido de su pueblo, y que debe buscar urgentemente un trabajo para mantener a su familia. En su camino se cruza Will Traynor (Sam Claflin), un exitoso hombre de negocios que también creció en este mismo pueblo, al que ha vuelto tras un accidente accidente de coche que lo dejó impedido en una silla de ruedas. Debido a su condición, este ex aventurero ha caído en una profunda amargura, por lo que cada vez más está decidido a suicidarse. El trabajo de Lou será cuidar a Will. Será entonces cuando la determinación, la dulzura y el optimismo de Lou harán que Will comprenda que la vida es algo que merece la pena vivir. Debut cinematográfico de la prestigiosa directora de obras de teatro Thea Sharrock, basado en el best seller homónimo de la autora británica Jojo Moyes. El film lo protagonizan Emilia Clarke (Juego de tronos, Terminator: Génesis) y Sam Claflin (Las crónicas de Blancanieves: El cazador y la reina del hielo, Los juegos del hambre: Sinsajo - Parte 2). Completan el reparto los actores Janet McTeer (Battle Creek, De padres a hijas), Brendan Coyle (El enigma del cuervo, Downton Abbey) y Charles Dance (Orgullo + prejuicio + zombis, Cuando cae la nieve).",/movie_images/Antes de ti.jpg,https://www.sensacine.com/peliculas/pelicula-230327/trailer-19547347/,"Emilia Clarke,Sam Claflin,Janet McTeer,Charles Dance",Thea Sharrock,
