title,release_date,runtime,genre/s,categories_id,description,image,trailer,actors,director,writers
Capitán Nova,2022/07/01,86,,"4,12,19","Una experimentada piloto viaja al pasado para intentar evitar un desastre medioambiental que ha asolado el planeta. Desgraciadamente, al viajar en el tiempo, también rejuvenece y nadie parece tomarla en serio por su aspecto infantil.",/movies_images/capitn-nova.jpg,https://www.youtube.com/embed/Sv8_5qEtL1I,"Anniek Pheifer,Kika van de Vijver,Marouane Meftah,Hannah Van Lunteren",Maurice Trouwborst,"Maurice Trouwborst,Lotte Tabbers"
Pig,2022/07/15,91,,"1,5","Rob ha dejado su pasado atrás. Ahora vive en los salvajes bosques de Oregón, junto a un pequeño cerdo cazador de trufas. Juntos llevan una vida de lo más rutinaria y normal, salen al bosque encuentran trufas y viven alejados del mundanal ruido en una pequeña cabaña. Sin embargo, un día Rob es atacado y cuando despierta se da cuenta de que se han llevado a su cerdo. El protagonista deberá regresar a Portland para seguir la pista de los agresores.&amp;nbsp;",/movies_images/pig.jpg,https://www.youtube.com/embed/AZJIWnaC2Xs,"Nicolas Cage,Alex Wolff,Adam Arkin,Julia Bray",Michael Sarnoski,"Michael Sarnoski,Vanessa Curtis Block"
The Deer King (El rey ciervo),2022/06/09,114,,"9,5","En los años posteriores a una guerra feroz, el Imperio de Zol ahora controla la tierra y a los ciudadanos de Aquafa, a excepción del Territorio del Caballo de Fuego de Aquafa (donde los perros salvajes que alguna vez llevaron la letal Fiebre del Lobo Negro continúan vagando libres). Cuando una manada de perros corre a través de una mina controlada por Zol, Van -un ex soldado esclavizado- y una joven llamada Yuna son mordidos por los peligrosos animales, pero logran escapar como los únicos supervivientes del ataque. Finalmente libres, Van y Yuna buscan una existencia sencilla y pacífica en el campo. Pero a medida que la enfermedad mortal vuelve a descontrolarse, se encuentran en la encrucijada de una lucha mucho más grande que cualquier otra nación.",/movies_images/the-deer-king-el-rey-ciervo.jpg,https://www.youtube.com/embed/phL9y-RFdCc,,"Masashi Ando,Masayuki Miyaji",Taku Kishimoto
El test,2022/09/02,105,,"14,5","Adaptación cinematográfica por Dani de la orden de la obra de teatro homónima. La trama sigue a un grupo de personas que deben elegir entre conseguir 100.000 euros inmediatamente o un millón, dentro de 10 años.&amp;nbsp;",/movies_images/el-test.jpg,https://www.youtube.com/embed/aFdwo_J2AQk,"Antonia San Juan,Blanca Suárez,Miren Ibarguren,Antonio Resines",Dani de la Orden,"Jordi Vallejo,Jordi Vallejo"
La cabeza de la araña,2022/06/17,106,,"12,2","Este filme, ambientado en un futuro próximo, gira en torno a dos convictos que se encuentran retenidos en unas instalaciones científicas en las que un doctor experimenta con potentes drogas capaces de alterar las emociones. A cambio de reducir su condena, los presos se ofrecen como conejillos de indias de esos estudios médicos.&amp;nbsp;El largometraje, dirigido por Joseph Kosinski, es una adaptación del cuento&amp;nbsp;Escape from spiderhead&amp;nbsp;de George Saunders.",/movies_images/la-cabeza-de-la-araa.jpg,https://www.youtube.com/embed/xmRmYb1IxPY,"Chris Hemsworth,Jurnee Smollett,Miles Teller,Tess Haubrich",Joseph Kosinski,"Rhett Reese,Paul Wernick,George Saunders"
Diarios de Otsoga,2022/06/03,98,,"14,5","Crista, Carloto y João están construyendo un invernadero para mariposas en el jardín de una casa de campo y, mientras tanto, comparten rutinas del hogar, día tras día. Poco a poco se inserta el fuera de campo dentro de la historia, y directores y equipo técnico entran en el plano para conversar acerca de lo que significa rodar en medio de una pandemia. Así se sucede este diario luminoso entre espacios abiertos, baile y membrillo. La película fue presentada en la Quincena de Realizadores del Festival de Cannes y seleccionada en festivales como Mar del Plata, el Festival de Sevilla y Márgenes, donde Miguel Gomes recibió el Premio Especial Márgenes.",/movies_images/diarios-de-otsoga.jpg,https://www.youtube.com/embed/_f8r5CtrbBQ,"Crista Alfaiate,Carloto Cotta,João Nunes Monteiro,Isabel Cardoso","Miguel Gomes,Maureen Fazendeiro","Mariana Ricardo,Maureen Fazendeiro,Miguel Gomes"
El perdón,2022/06/03,106,,5,"La vida de Mina da un giro cuando tiene conocimiento de que su esposo Babak era inocente del crimen por el que fue ejecutado. Las autoridades se disculpan por el error y ofrecen una compensación económica. Entonces Mina comienza una guerra contra un sistema cínico por su propio bien y el de su hija. Justo cuando se le acaba el dinero, un extraño llamado Reza llama a su puerta y le dice que ha venido a pagar una deuda que tenía con Babak. Mina se siente aliviada, pero cada vez deja entrar a Reza más en su vida, sin darse cuenta del secreto que los une.",/movies_images/el-perdn.jpg,https://www.youtube.com/embed/FU2vqh-i0ho,"Maryam Moghadam,Alireza Sani Far,Pouria Rahimi,Avin Poor Raoufi","Maryam Moghadam,Behtash Sanaeeha","Maryam Moghadam,Behtash Sanaeeha,Mehrdad Kouroshniya"
El secreto de Vicky,2022/04/29,83,,"4,19","Stéphane decide trasladarse a las hermosas montañas de Cantal para reencontrarse con Victoria: su hija de 8 años, que ha permanecido en silencio desde la desaparición de su madre. Durante un paseo por el bosque, un pastor le entrega a la niña un cachorro llamado Misterio, al que comenzará a criar. Pero pronto, Stéphane descubre que el animal no es un perro, sino que en realidad es un lobo. A pesar de las advertencias y el peligro de esta situación, no se atreve a separar a su hija de este pequeño animal aparentemente inofensiva.",/movies_images/el-secreto-de-vicky.jpg,https://www.youtube.com/embed/cJS3eFV-v68,"Vincent Elbaz,Shanna Keil,Marie Gillain,Eric Elmosnino",Denis Imbert,"Denis Imbert,Mathieu Oullion,Mathieu Oullion,Mathieu Oullion"
El milagro del padre Stu,2022/05/13,124,,"5,13","Cuando una lesión pone fin a su carrera como boxeador, Stuart Long (Mark Wahlberg) se traslada a Los Ángeles soñando con triunfar. Mientras se gana la vida como dependiente de un supermercado, conoce a Carmen (Teresa Ruiz), una profesora católica que parece inmune a su encanto de chico malo. Decidido a conquistarla, el agnóstico empieza a ir a la iglesia para impresionarla. Pero, al sobrevivir a un terrible accidente de moto se pregunta si puede utilizar su segunda oportunidad para ayudar a otros a encontrar su camino: lo que le lleva a darse cuenta de que está destinado a ser un sacerdote católico. A pesar de una devastadora crisis de salud y del escepticismo de las autoridades eclesiásticas y de sus distanciados padres (Mel Gibson y Jacki Weaver), Stu persigue su vocación con valor y compasión, inspirando no sólo a sus allegados sino a innumerables personas en el camino.",/movies_images/el-milagro-del-padre-stu.jpg,https://www.youtube.com/embed/8qDJXJctjG8,"Mark Wahlberg,Mel Gibson,Jacki Weaver,Teresa Ruiz",Rosalind Ross,Rosalind Ross
Mentes maravillosas,2022/05/13,92,,"5,14","Louis es un funerario, soltero empedernido, que vive dedicado a su trabajo. Por azares del destino, se cruzará con Igor, un chico minusválido a causa de una parálisis cerebral. Igor reparte verduras ecológicas mientras pasa su tiempo libre leyendo a Sócrates, Nietzsche y Spinoza. Juntos emprenderán un viaje en el coche fúnebre de Louis para transportar el cuerpo de una difunta al lugar donde debe ser enterrada. En este recorrido salpicado de encuentros, Louis e Igor irán conquistando la libertad sobre la mirada de los demás y aprendiendo a amar la vida tal y como llega.",/movies_images/mentes-maravillosas.jpg,https://www.youtube.com/embed/JvKFVauvK3M,"Bernard Campan,Alexandre Jollien,Tiphaine Daviot,Julie-Anne Roth","Bernard Campan,Alexandre Jollien","Hélène Grémillon,Alexandre Jollien,Bernard Campan"
Sundown,2022/05/27,83,,"5,1","Neil se encuentra de viaje de vacaciones en Acapulco con su hermana Allison y sus dos hijos. Todo parece marchar correctamente hasta que inesperadamente aparece un viejo amigo que altera el orden familiar, irrumpiendo en la plácida desconexión.",/movies_images/sundown.jpg,https://www.youtube.com/embed/mhb3brigyck,"Tim Roth,Charlotte Gainsbourg,Iazua Larios,Henry Goodman",Michel Franco,
Alcarràs,2022/04/29,120,,5,"Como cada caluroso verano en Alcarrás, el pueblo destaca por la gran cosecha de melocotones que consiguen sus habitantes. Para la familia Solé, sin embargo, las cosas han cambiado este año. Un día, los integrantes de esta familia se despiertan para descubrir que algunos tractores están arrancando sus árboles. Tras la partida del patriarca de la familia, el acuerdo que tenía con el antiguo propietario de la tierra podría estar desactualizado. Ante esta amenaza, tanto los niños como los adultos Solé se reunirán para cosechar sus melocotones por última vez.",/movies_images/alcarrs.jpg,https://www.youtube.com/embed/f_mr7BVLVO8,"Jordi Pujol Dolcet,Anna Otín,Berta Pipó,Xenia Roset",Carla Simón,"Carla Simón,Arnau Vilaró"
Maigret,2022/05/27,88,,6,"Paris, años 50: el cadáver de una chica vestida con un elegante traje de noche aparece en mitad de una plaza. El célebre inspector Jules Maigret se encarga de investigar el caso, pero le resulta imposible identificar a la víctima, ya que nadie parece haberla conocido ni recordarla. En el transcurso de sus pesquisas, el camino de Maigret se cruza con el de Betty, una joven delincuente con un parecido sorprendente con la víctima. Todo ello despierta en Maigret el recuerdo de otra desaparición mucho más antigua y personal.",/movies_images/maigret.jpg,https://www.youtube.com/embed/nxuvN-X1BvQ,"Gérard Depardieu,Jade Labeste,Mélanie Bernier,Aurore Clément",Patrice Leconte,"Jérôme Tonnerre,Patrice Leconte,Georges Simenon,Jérôme Tonnerre"
